ENTITY_CD,SCHOOL_NAME,YEAR,DISTRICT_CD,DISTRICT_NAME,BOCES_CD,BOCES_NAME,COUNTY_CD,COUNTY_NAME,NEEDS_INDEX
600402040001,NEWARK VALLEY MIDDLE SCHOOL,2014,60040204,NEWARK VALLEY CENTRAL SCHOOL DISTRICT,0390,BOCES BROOME-DELAWARE-TIOGA,60,TIOGA,5
600402040003,NATHAN T HALL SCHOOL,2014,60040204,NEWARK VALLEY CENTRAL SCHOOL DISTRICT,0390,BOCES BROOME-DELAWARE-TIOGA,60,TIOGA,5
600402040004,NEWARK VALLEY SENIOR HIGH SCHOOL,2014,60040204,NEWARK VALLEY CENTRAL SCHOOL DISTRICT,0390,BOCES BROOME-DELAWARE-TIOGA,60,TIOGA,5
600601060001,APALACHIN ELEMENTARY SCHOOL,2014,60060106,OWEGO-APALACHIN CENTRAL SCHOOL DISTRICT,0390,BOCES BROOME-DELAWARE-TIOGA,60,TIOGA,5
600601060002,OWEGO ELEMENTARY SCHOOL,2014,60060106,OWEGO-APALACHIN CENTRAL SCHOOL DISTRICT,0390,BOCES BROOME-DELAWARE-TIOGA,60,TIOGA,5
600601060006,OWEGO-APALACHIN MIDDLE SCHOOL,2014,60060106,OWEGO-APALACHIN CENTRAL SCHOOL DISTRICT,0390,BOCES BROOME-DELAWARE-TIOGA,60,TIOGA,5
600601060007,OWEGO FREE ACADEMY,2014,60060106,OWEGO-APALACHIN CENTRAL SCHOOL DISTRICT,0390,BOCES BROOME-DELAWARE-TIOGA,60,TIOGA,5
600801040001,SPENCER-VAN ETTEN MIDDLE SCHOOL,2014,60080104,SPENCER-VAN ETTEN CENTRAL SCHOOL DISTRICT,5590,BOCES SCHUY-STEUB-CHEM-TIOGA-ALLEG,60,TIOGA,4
600801040002,SPENCER-VAN ETTEN HIGH SCHOOL,2014,60080104,SPENCER-VAN ETTEN CENTRAL SCHOOL DISTRICT,5590,BOCES SCHUY-STEUB-CHEM-TIOGA-ALLEG,60,TIOGA,4
600801040003,SPENCER-VAN ETTEN ELEMENTARY SCHOOL,2014,60080104,SPENCER-VAN ETTEN CENTRAL SCHOOL DISTRICT,5590,BOCES SCHUY-STEUB-CHEM-TIOGA-ALLEG,60,TIOGA,4
600903040001,TIOGA SENIOR HIGH SCHOOL,2014,60090304,TIOGA CENTRAL SCHOOL DISTRICT,0390,BOCES BROOME-DELAWARE-TIOGA,60,TIOGA,4
600903040003,TIOGA ELEMENTARY SCHOOL,2014,60090304,TIOGA CENTRAL SCHOOL DISTRICT,0390,BOCES BROOME-DELAWARE-TIOGA,60,TIOGA,4
600903040004,TIOGA MIDDLE SCHOOL,2014,60090304,TIOGA CENTRAL SCHOOL DISTRICT,0390,BOCES BROOME-DELAWARE-TIOGA,60,TIOGA,4
610301060001,DRYDEN ELEMENTARY SCHOOL,2014,61030106,DRYDEN CENTRAL SCHOOL DISTRICT,6190,BOCES TOMPKINS-SENECA-TIOGA,61,TOMPKINS,5
610301060003,DRYDEN HIGH SCHOOL,2014,61030106,DRYDEN CENTRAL SCHOOL DISTRICT,6190,BOCES TOMPKINS-SENECA-TIOGA,61,TOMPKINS,5
610301060006,CASSAVANT ELEMENTARY SCHOOL,2014,61030106,DRYDEN CENTRAL SCHOOL DISTRICT,6190,BOCES TOMPKINS-SENECA-TIOGA,61,TOMPKINS,5
610301060007,FREEVILLE ELEMENTARY SCHOOL,2014,61030106,DRYDEN CENTRAL SCHOOL DISTRICT,6190,BOCES TOMPKINS-SENECA-TIOGA,61,TOMPKINS,5
610301060008,DRYDEN MIDDLE SCHOOL,2014,61030106,DRYDEN CENTRAL SCHOOL DISTRICT,6190,BOCES TOMPKINS-SENECA-TIOGA,61,TOMPKINS,5
610327020002,GEORGE JUNIOR REPUBLIC SCHOOL,2014,61032702,GEORGE JUNIOR REPUBLIC UNION FREE SCHOOL DISTRICT,6190,BOCES TOMPKINS-SENECA-TIOGA,61,TOMPKINS,5
610501040001,GROTON JUNIOR/SENIOR HIGH SCHOOL,2014,61050104,GROTON CENTRAL SCHOOL DISTRICT,6190,BOCES TOMPKINS-SENECA-TIOGA,61,TOMPKINS,5
610501040002,GROTON ELEMENTARY SCHOOL,2014,61050104,GROTON CENTRAL SCHOOL DISTRICT,6190,BOCES TOMPKINS-SENECA-TIOGA,61,TOMPKINS,5
610600010001,BELLE SHERMAN SCHOOL,2014,61060001,ITHACA CITY SCHOOL DISTRICT,6190,BOCES TOMPKINS-SENECA-TIOGA,61,TOMPKINS,5
610600010002,CAROLINE ELEMENTARY SCHOOL,2014,61060001,ITHACA CITY SCHOOL DISTRICT,6190,BOCES TOMPKINS-SENECA-TIOGA,61,TOMPKINS,5
610600010003,CAYUGA HEIGHTS ELEMENTARY SCHOOL,2014,61060001,ITHACA CITY SCHOOL DISTRICT,6190,BOCES TOMPKINS-SENECA-TIOGA,61,TOMPKINS,5
610600010004,BEVERLY J MARTIN ELEMENTARY SCHOOL,2014,61060001,ITHACA CITY SCHOOL DISTRICT,6190,BOCES TOMPKINS-SENECA-TIOGA,61,TOMPKINS,5
610600010007,ENFIELD SCHOOL,2014,61060001,ITHACA CITY SCHOOL DISTRICT,6190,BOCES TOMPKINS-SENECA-TIOGA,61,TOMPKINS,5
610600010008,FALL CREEK ELEMENTARY SCHOOL,2014,61060001,ITHACA CITY SCHOOL DISTRICT,6190,BOCES TOMPKINS-SENECA-TIOGA,61,TOMPKINS,5
610600010011,NORTHEAST SCHOOL,2014,61060001,ITHACA CITY SCHOOL DISTRICT,6190,BOCES TOMPKINS-SENECA-TIOGA,61,TOMPKINS,5
610600010012,SOUTH HILL SCHOOL,2014,61060001,ITHACA CITY SCHOOL DISTRICT,6190,BOCES TOMPKINS-SENECA-TIOGA,61,TOMPKINS,5
610600010014,BOYNTON MIDDLE SCHOOL,2014,61060001,ITHACA CITY SCHOOL DISTRICT,6190,BOCES TOMPKINS-SENECA-TIOGA,61,TOMPKINS,5
610600010015,DEWITT MIDDLE SCHOOL,2014,61060001,ITHACA CITY SCHOOL DISTRICT,6190,BOCES TOMPKINS-SENECA-TIOGA,61,TOMPKINS,5
610600010017,ITHACA SENIOR HIGH SCHOOL,2014,61060001,ITHACA CITY SCHOOL DISTRICT,6190,BOCES TOMPKINS-SENECA-TIOGA,61,TOMPKINS,5
610600010019,LEHMAN ALTERNATIVE COMMUNITY SCHOOL,2014,61060001,ITHACA CITY SCHOOL DISTRICT,6190,BOCES TOMPKINS-SENECA-TIOGA,61,TOMPKINS,5
610600860944,NEW ROOTS CHARTER SCHOOL,2014,,,6190,BOCES TOMPKINS-SENECA-TIOGA,61,TOMPKINS,7
610801040001,RAYMOND C BUCKLEY ELEMENTARY SCHOOL,2014,61080104,LANSING CENTRAL SCHOOL DISTRICT,6190,BOCES TOMPKINS-SENECA-TIOGA,61,TOMPKINS,5
610801040002,LANSING HIGH SCHOOL,2014,61080104,LANSING CENTRAL SCHOOL DISTRICT,6190,BOCES TOMPKINS-SENECA-TIOGA,61,TOMPKINS,5
610801040003,LANSING MIDDLE SCHOOL,2014,61080104,LANSING CENTRAL SCHOOL DISTRICT,6190,BOCES TOMPKINS-SENECA-TIOGA,61,TOMPKINS,5
610901040002,NEWFIELD ELEMENTARY SCHOOL,2014,61090104,NEWFIELD CENTRAL SCHOOL DISTRICT,6190,BOCES TOMPKINS-SENECA-TIOGA,61,TOMPKINS,4
610901040003,NEWFIELD SENIOR HIGH SCHOOL,2014,61090104,NEWFIELD CENTRAL SCHOOL DISTRICT,6190,BOCES TOMPKINS-SENECA-TIOGA,61,TOMPKINS,4
610901040004,NEWFIELD MIDDLE SCHOOL,2014,61090104,NEWFIELD CENTRAL SCHOOL DISTRICT,6190,BOCES TOMPKINS-SENECA-TIOGA,61,TOMPKINS,4
611001040001,RUSSELL I DOIG MIDDLE SCHOOL,2014,61100104,TRUMANSBURG CENTRAL SCHOOL DISTRICT,6190,BOCES TOMPKINS-SENECA-TIOGA,61,TOMPKINS,5
611001040002,CHARLES O DICKERSON HIGH SCHOOL,2014,61100104,TRUMANSBURG CENTRAL SCHOOL DISTRICT,6190,BOCES TOMPKINS-SENECA-TIOGA,61,TOMPKINS,5
611001040003,TRUMANSBURG ELEMENTARY SCHOOL,2014,61100104,TRUMANSBURG CENTRAL SCHOOL DISTRICT,6190,BOCES TOMPKINS-SENECA-TIOGA,61,TOMPKINS,5
620202020001,WEST PARK SCHOOL,2014,62020202,WEST PARK UNION FREE SCHOOL DISTRICT,6290,BOCES ULSTER,62,ULSTER,5
620600010011,CHAMBERS SCHOOL,2014,62060001,KINGSTON CITY SCHOOL DISTRICT,6290,BOCES ULSTER,62,ULSTER,5
620600010012,GEORGE WASHINGTON SCHOOL,2014,62060001,KINGSTON CITY SCHOOL DISTRICT,6290,BOCES ULSTER,62,ULSTER,5
620600010013,ERNEST C MYER SCHOOL,2014,62060001,KINGSTON CITY SCHOOL DISTRICT,6290,BOCES ULSTER,62,ULSTER,5
620600010014,JOHN F KENNEDY SCHOOL,2014,62060001,KINGSTON CITY SCHOOL DISTRICT,6290,BOCES ULSTER,62,ULSTER,5
620600010015,E R CROSBY ELEMENTARY SCHOOL,2014,62060001,KINGSTON CITY SCHOOL DISTRICT,6290,BOCES ULSTER,62,ULSTER,5
620600010017,ROBERT R GRAVES SCHOOL,2014,62060001,KINGSTON CITY SCHOOL DISTRICT,6290,BOCES ULSTER,62,ULSTER,5
620600010020,J WATSON BAILEY MIDDLE SCHOOL,2014,62060001,KINGSTON CITY SCHOOL DISTRICT,6290,BOCES ULSTER,62,ULSTER,5
620600010022,KINGSTON HIGH SCHOOL,2014,62060001,KINGSTON CITY SCHOOL DISTRICT,6290,BOCES ULSTER,62,ULSTER,5
620600010024,HARRY L EDSON SCHOOL,2014,62060001,KINGSTON CITY SCHOOL DISTRICT,6290,BOCES ULSTER,62,ULSTER,5
620600010025,M CLIFFORD MILLER MIDDLE SCHOOL,2014,62060001,KINGSTON CITY SCHOOL DISTRICT,6290,BOCES ULSTER,62,ULSTER,5
620803040001,HIGHLAND ELEMENTARY SCHOOL,2014,62080304,HIGHLAND CENTRAL SCHOOL DISTRICT,6290,BOCES ULSTER,62,ULSTER,5
620803040002,HIGHLAND HIGH SCHOOL,2014,62080304,HIGHLAND CENTRAL SCHOOL DISTRICT,6290,BOCES ULSTER,62,ULSTER,5
620803040003,HIGHLAND MIDDLE SCHOOL,2014,62080304,HIGHLAND CENTRAL SCHOOL DISTRICT,6290,BOCES ULSTER,62,ULSTER,5
620901060001,RONDOUT VALLEY HIGH SCHOOL,2014,62090106,RONDOUT VALLEY CENTRAL SCHOOL DISTRICT,6290,BOCES ULSTER,62,ULSTER,5
620901060002,MARBLETOWN ELEMENTARY SCHOOL,2014,62090106,RONDOUT VALLEY CENTRAL SCHOOL DISTRICT,6290,BOCES ULSTER,62,ULSTER,5
620901060003,KERHONKSON ELEMENTARY SCHOOL,2014,62090106,RONDOUT VALLEY CENTRAL SCHOOL DISTRICT,6290,BOCES ULSTER,62,ULSTER,5
620901060008,RONDOUT VALLEY JUNIOR HIGH SCHOOL,2014,62090106,RONDOUT VALLEY CENTRAL SCHOOL DISTRICT,6290,BOCES ULSTER,62,ULSTER,5
620901060009,RONDOUT VALLEY INTERMEDIATE SCHOOL,2014,62090106,RONDOUT VALLEY CENTRAL SCHOOL DISTRICT,6290,BOCES ULSTER,62,ULSTER,5
621001060004,MARLBORO MIDDLE SCHOOL,2014,62100106,MARLBORO CENTRAL SCHOOL DISTRICT,4490,BOCES ORANGE-ULSTER,62,ULSTER,5
621001060005,MARLBORO CENTRAL HIGH SCHOOL,2014,62100106,MARLBORO CENTRAL SCHOOL DISTRICT,4490,BOCES ORANGE-ULSTER,62,ULSTER,5
621001060006,MARLBORO ELEMENTARY SCHOOL,2014,62100106,MARLBORO CENTRAL SCHOOL DISTRICT,4490,BOCES ORANGE-ULSTER,62,ULSTER,5
621101060001,DUZINE SCHOOL,2014,62110106,NEW PALTZ CENTRAL SCHOOL DISTRICT,6290,BOCES ULSTER,62,ULSTER,5
621101060002,LENAPE ELEMENTARY SCHOOL,2014,62110106,NEW PALTZ CENTRAL SCHOOL DISTRICT,6290,BOCES ULSTER,62,ULSTER,5
621101060004,NEW PALTZ MIDDLE SCHOOL,2014,62110106,NEW PALTZ CENTRAL SCHOOL DISTRICT,6290,BOCES ULSTER,62,ULSTER,5
621101060005,NEW PALTZ SENIOR HIGH SCHOOL,2014,62110106,NEW PALTZ CENTRAL SCHOOL DISTRICT,6290,BOCES ULSTER,62,ULSTER,5
621201060001,REGINALD BENNETT ELEMENTARY SCHOOL,2014,62120106,ONTEORA CENTRAL SCHOOL DISTRICT,6290,BOCES ULSTER,62,ULSTER,5
621201060002,PHOENICIA ELEMENTARY SCHOOL,2014,62120106,ONTEORA CENTRAL SCHOOL DISTRICT,6290,BOCES ULSTER,62,ULSTER,5
621201060004,WOODSTOCK ELEMENTARY SCHOOL,2014,62120106,ONTEORA CENTRAL SCHOOL DISTRICT,6290,BOCES ULSTER,62,ULSTER,5
621201060005,ONTEORA HIGH SCHOOL,2014,62120106,ONTEORA CENTRAL SCHOOL DISTRICT,6290,BOCES ULSTER,62,ULSTER,5
621201060006,ONTEORA MIDDLE SCHOOL,2014,62120106,ONTEORA CENTRAL SCHOOL DISTRICT,6290,BOCES ULSTER,62,ULSTER,5
621601060001,RICCARDI ELEMENTARY SCHOOL,2014,62160106,SAUGERTIES CENTRAL SCHOOL DISTRICT,6290,BOCES ULSTER,62,ULSTER,5
621601060002,MORSE SCHOOL,2014,62160106,SAUGERTIES CENTRAL SCHOOL DISTRICT,6290,BOCES ULSTER,62,ULSTER,5
621601060003,CAHILL SCHOOL,2014,62160106,SAUGERTIES CENTRAL SCHOOL DISTRICT,6290,BOCES ULSTER,62,ULSTER,5
621601060004,MOUNT MARION ELEMENTARY SCHOOL,2014,62160106,SAUGERTIES CENTRAL SCHOOL DISTRICT,6290,BOCES ULSTER,62,ULSTER,5
621601060005,SAUGERTIES JUNIOR HIGH SCHOOL,2014,62160106,SAUGERTIES CENTRAL SCHOOL DISTRICT,6290,BOCES ULSTER,62,ULSTER,5
621601060007,SAUGERTIES SENIOR HIGH SCHOOL,2014,62160106,SAUGERTIES CENTRAL SCHOOL DISTRICT,6290,BOCES ULSTER,62,ULSTER,5
621801060001,LEPTONDALE ELEMENTARY SCHOOL,2014,62180106,WALLKILL CENTRAL SCHOOL DISTRICT,6290,BOCES ULSTER,62,ULSTER,5
621801060003,OSTRANDER ELEMENTARY SCHOOL,2014,62180106,WALLKILL CENTRAL SCHOOL DISTRICT,6290,BOCES ULSTER,62,ULSTER,5
621801060004,PLATTEKILL ELEMENTARY SCHOOL,2014,62180106,WALLKILL CENTRAL SCHOOL DISTRICT,6290,BOCES ULSTER,62,ULSTER,5
621801060005,WALLKILL SENIOR HIGH SCHOOL,2014,62180106,WALLKILL CENTRAL SCHOOL DISTRICT,6290,BOCES ULSTER,62,ULSTER,5
621801060006,JOHN G BORDEN MIDDLE SCHOOL,2014,62180106,WALLKILL CENTRAL SCHOOL DISTRICT,6290,BOCES ULSTER,62,ULSTER,5
622002060002,ELLENVILLE ELEMENTARY SCHOOL,2014,62200206,ELLENVILLE CENTRAL SCHOOL DISTRICT,6290,BOCES ULSTER,62,ULSTER,4
622002060004,ELLENVILLE HIGH SCHOOL,2014,62200206,ELLENVILLE CENTRAL SCHOOL DISTRICT,6290,BOCES ULSTER,62,ULSTER,4
622002060005,ELLENVILLE MIDDLE SCHOOL,2014,62200206,ELLENVILLE CENTRAL SCHOOL DISTRICT,6290,BOCES ULSTER,62,ULSTER,4
630101040001,BOLTON CENTRAL SCHOOL,2014,63010104,BOLTON CENTRAL SCHOOL DISTRICT,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,63,WARREN,6
630202040001,NORTH WARREN CENTRAL SCHOOL,2014,63020204,NORTH WARREN CENTRAL SCHOOL DISTRICT,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,63,WARREN,5
630300010001,BIG CROSS STREET SCHOOL,2014,63030001,GLENS FALLS CITY SCHOOL DISTRICT,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,63,WARREN,5
630300010003,JACKSON HEIGHTS SCHOOL,2014,63030001,GLENS FALLS CITY SCHOOL DISTRICT,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,63,WARREN,5
630300010004,KENSINGTON ROAD SCHOOL,2014,63030001,GLENS FALLS CITY SCHOOL DISTRICT,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,63,WARREN,5
630300010006,GLENS FALLS MIDDLE SCHOOL,2014,63030001,GLENS FALLS CITY SCHOOL DISTRICT,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,63,WARREN,5
630300010007,GLENS FALLS SENIOR HIGH SCHOOL,2014,63030001,GLENS FALLS CITY SCHOOL DISTRICT,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,63,WARREN,5
630601040001,JOHNSBURG CENTRAL SCHOOL,2014,63060104,JOHNSBURG CENTRAL SCHOOL DISTRICT,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,63,WARREN,5
630701040002,LAKE GEORGE ELEMENTARY SCHOOL,2014,63070104,LAKE GEORGE CENTRAL SCHOOL DISTRICT,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,63,WARREN,5
630701040003,LAKE GEORGE JUNIOR-SENIOR HIGH SCHOOL,2014,63070104,LAKE GEORGE CENTRAL SCHOOL DISTRICT,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,63,WARREN,5
630801040001,HADLEY-LUZERNE HIGH SCHOOL,2014,63080104,HADLEY-LUZERNE CENTRAL SCHOOL DISTRICT,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,63,WARREN,4
630801040002,HADLEY-LUZERNE ELEMENTARY SCHOOL,2014,63080104,HADLEY-LUZERNE CENTRAL SCHOOL DISTRICT,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,63,WARREN,4
630801040003,STUART M TOWNSEND MIDDLE SCHOOL,2014,63080104,HADLEY-LUZERNE CENTRAL SCHOOL DISTRICT,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,63,WARREN,4
630902030001,QUEENSBURY ELEMENTARY SCHOOL,2014,63090203,QUEENSBURY UNION FREE SCHOOL DISTRICT,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,63,WARREN,5
630902030002,QUEENSBURY SENIOR HIGH SCHOOL,2014,63090203,QUEENSBURY UNION FREE SCHOOL DISTRICT,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,63,WARREN,5
630902030003,QUEENSBURY MIDDLE SCHOOL,2014,63090203,QUEENSBURY UNION FREE SCHOOL DISTRICT,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,63,WARREN,5
630902030004,WILLIAM H BARTON INTERMEDIATE SCHOOL,2014,63090203,QUEENSBURY UNION FREE SCHOOL DISTRICT,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,63,WARREN,5
630918080001,ABRAHAM WING SCHOOL,2014,63091808,GLENS FALLS COMMON SCHOOL DISTRICT,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,63,WARREN,3
631201040001,WARRENSBURG JUNIOR-SENIOR HIGH SCHOOL,2014,63120104,WARRENSBURG CENTRAL SCHOOL DISTRICT,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,63,WARREN,5
631201040002,WARRENSBURG ELEMENTARY SCHOOL,2014,63120104,WARRENSBURG CENTRAL SCHOOL DISTRICT,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,63,WARREN,5
640101040001,ARGYLE JUNIOR/SENIOR HIGH SCHOOL,2014,64010104,ARGYLE CENTRAL SCHOOL DISTRICT,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,64,WASHINGTON,5
640101040002,ARGYLE ELEMENTARY SCHOOL,2014,64010104,ARGYLE CENTRAL SCHOOL DISTRICT,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,64,WASHINGTON,5
640502040001,FORT ANN CENTRAL SCHOOL,2014,64050204,FORT ANN CENTRAL SCHOOL DISTRICT,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,64,WASHINGTON,5
640601020001,FORT EDWARD SCHOOL,2014,64060102,FORT EDWARD UNION FREE SCHOOL DISTRICT,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,64,WASHINGTON,5
640701040002,MARY J TANNER PRIMARY SCHOOL,2014,64070104,GRANVILLE CENTRAL SCHOOL DISTRICT,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,64,WASHINGTON,4
640701040003,GRANVILLE JUNIOR-SENIOR HIGH SCHOOL,2014,64070104,GRANVILLE CENTRAL SCHOOL DISTRICT,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,64,WASHINGTON,4
640701040004,GRANVILLE ELEMENTARY SCHOOL,2014,64070104,GRANVILLE CENTRAL SCHOOL DISTRICT,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,64,WASHINGTON,4
640801040002,GREENWICH JUNIOR-SENIOR HIGH SCHOOL,2014,64080104,GREENWICH CENTRAL SCHOOL DISTRICT,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,64,WASHINGTON,5
640801040003,GREENWICH ELEMENTARY SCHOOL,2014,64080104,GREENWICH CENTRAL SCHOOL DISTRICT,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,64,WASHINGTON,5
641001040001,HARTFORD CENTRAL SCHOOL,2014,64100104,HARTFORD CENTRAL SCHOOL DISTRICT,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,64,WASHINGTON,5
641301060001,HUDSON FALLS HIGH SCHOOL,2014,64130106,HUDSON FALLS CENTRAL SCHOOL DISTRICT,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,64,WASHINGTON,4
641301060002,HUDSON FALLS MIDDLE SCHOOL,2014,64130106,HUDSON FALLS CENTRAL SCHOOL DISTRICT,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,64,WASHINGTON,4
641301060003,MARGARET MURPHY KINDERGARTEN CENTER,2014,64130106,HUDSON FALLS CENTRAL SCHOOL DISTRICT,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,64,WASHINGTON,4
641301060004,HUDSON FALLS INTERMEDIATE SCHOOL,2014,64130106,HUDSON FALLS CENTRAL SCHOOL DISTRICT,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,64,WASHINGTON,4
641301060005,HUDSON FALLS PRIMARY SCHOOL,2014,64130106,HUDSON FALLS CENTRAL SCHOOL DISTRICT,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,64,WASHINGTON,4
641401040001,PUTNAM CENTRAL SCHOOL,2014,64140104,PUTNAM CENTRAL SCHOOL DISTRICT,0990,BOCES CLINTON-ESSEX-WARREN-WASHING,64,WASHINGTON,4
641501040001,SALEM HIGH SCHOOL,2014,64150104,SALEM CENTRAL SCHOOL DISTRICT,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,64,WASHINGTON,5
641501040002,SALEM ELEMENTARY SCHOOL,2014,64150104,SALEM CENTRAL SCHOOL DISTRICT,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,64,WASHINGTON,5
641610040002,CAMBRIDGE ELEMENTARY SCHOOL,2014,64161004,CAMBRIDGE CENTRAL SCHOOL DISTRICT,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,64,WASHINGTON,5
641610040003,CAMBRIDGE JUNIOR-SENIOR HIGH SCHOOL,2014,64161004,CAMBRIDGE CENTRAL SCHOOL DISTRICT,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,64,WASHINGTON,5
641701060001,WHITEHALL ELEMENTARY SCHOOL,2014,64170106,WHITEHALL CENTRAL SCHOOL DISTRICT,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,64,WASHINGTON,4
641701060002,WHITEHALL JUNIOR-SENIOR HIGH SCHOOL,2014,64170106,WHITEHALL CENTRAL SCHOOL DISTRICT,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,64,WASHINGTON,4
650101060001,PERKINS ELEMENTARY SCHOOL,2014,65010106,NEWARK CENTRAL SCHOOL DISTRICT,4390,BOCES ONTAR-SENEC-YATES-CAYUGA-WAYNE,65,WAYNE,4
650101060002,NORMAN R KELLEY INTERMEDIATE SCHOOL,2014,65010106,NEWARK CENTRAL SCHOOL DISTRICT,4390,BOCES ONTAR-SENEC-YATES-CAYUGA-WAYNE,65,WAYNE,4
650101060003,LINCOLN ELEMENTARY SCHOOL,2014,65010106,NEWARK CENTRAL SCHOOL DISTRICT,4390,BOCES ONTAR-SENEC-YATES-CAYUGA-WAYNE,65,WAYNE,4
650101060005,NEWARK MIDDLE SCHOOL,2014,65010106,NEWARK CENTRAL SCHOOL DISTRICT,4390,BOCES ONTAR-SENEC-YATES-CAYUGA-WAYNE,65,WAYNE,4
650101060006,NEWARK SENIOR HIGH SCHOOL,2014,65010106,NEWARK CENTRAL SCHOOL DISTRICT,4390,BOCES ONTAR-SENEC-YATES-CAYUGA-WAYNE,65,WAYNE,4
650301040002,CLYDE-SAVANNAH ELEMENTARY SCHOOL,2014,65030104,CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,4390,BOCES ONTAR-SENEC-YATES-CAYUGA-WAYNE,65,WAYNE,4
650301040003,CLYDE-SAVANNAH HIGH SCHOOL,2014,65030104,CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,4390,BOCES ONTAR-SENEC-YATES-CAYUGA-WAYNE,65,WAYNE,4
650301040004,CLYDE-SAVANNAH MIDDLE SCHOOL,2014,65030104,CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,4390,BOCES ONTAR-SENEC-YATES-CAYUGA-WAYNE,65,WAYNE,4
650501040001,LYONS ELEMENTARY SCHOOL,2014,65050104,LYONS CENTRAL SCHOOL DISTRICT,4390,BOCES ONTAR-SENEC-YATES-CAYUGA-WAYNE,65,WAYNE,4
650501040002,LYONS SENIOR HIGH SCHOOL,2014,65050104,LYONS CENTRAL SCHOOL DISTRICT,4390,BOCES ONTAR-SENEC-YATES-CAYUGA-WAYNE,65,WAYNE,4
650501040003,LYONS MIDDLE SCHOOL,2014,65050104,LYONS CENTRAL SCHOOL DISTRICT,4390,BOCES ONTAR-SENEC-YATES-CAYUGA-WAYNE,65,WAYNE,4
650701040001,MARION ELEMENTARY SCHOOL,2014,65070104,MARION CENTRAL SCHOOL DISTRICT,4390,BOCES ONTAR-SENEC-YATES-CAYUGA-WAYNE,65,WAYNE,5
650701040002,MARION JUNIOR-SENIOR HIGH SCHOOL,2014,65070104,MARION CENTRAL SCHOOL DISTRICT,4390,BOCES ONTAR-SENEC-YATES-CAYUGA-WAYNE,65,WAYNE,5
650801060001,ONTARIO ELEMENTARY SCHOOL,2014,65080106,WAYNE CENTRAL SCHOOL DISTRICT,4390,BOCES ONTAR-SENEC-YATES-CAYUGA-WAYNE,65,WAYNE,5
650801060003,WAYNE SENIOR HIGH SCHOOL,2014,65080106,WAYNE CENTRAL SCHOOL DISTRICT,4390,BOCES ONTAR-SENEC-YATES-CAYUGA-WAYNE,65,WAYNE,5
650801060004,ONTARIO PRIMARY SCHOOL,2014,65080106,WAYNE CENTRAL SCHOOL DISTRICT,4390,BOCES ONTAR-SENEC-YATES-CAYUGA-WAYNE,65,WAYNE,5
